utc_timestamp,temperature,radiation_direct_horizontal,radiation_diffuse_horizontal
2016-01-01T00:00:00Z,5.5710,0.0000,0.0000
2016-01-01T01:00:00Z,5.4150,0.0000,0.0000
2016-01-01T02:00:00Z,5.2880,0.0000,0.0000
2016-01-01T03:00:00Z,5.1770,0.0000,0.0000
2016-01-01T04:00:00Z,5.1310,0.0000,0.0000
2016-01-01T05:00:00Z,5.0560,0.0000,0.0000
2016-01-01T06:00:00Z,4.8960,0.0000,0.0004
2016-01-01T07:00:00Z,4.7640,0.2049,4.1940
2016-01-01T08:00:00Z,5.2180,1.8325,35.2478
2016-01-01T09:00:00Z,5.9150,5.5220,79.1878
2016-01-01T10:00:00Z,6.7680,12.6286,121.4754
2016-01-01T11:00:00Z,7.6160,20.8924,147.3120
2016-01-01T12:00:00Z,8.2570,22.2480,146.3079
2016-01-01T13:00:00Z,8.5790,15.7515,120.6736
2016-01-01T14:00:00Z,8.3690,6.5191,74.1392
2016-01-01T15:00:00Z,7.5400,1.1463,22.3135
2016-01-01T16:00:00Z,6.8340,0.0181,0.4958
2016-01-01T17:00:00Z,6.6150,0.0000,0.0000
2016-01-01T18:00:00Z,6.5250,0.0000,0.0000
2016-01-01T19:00:00Z,6.5100,0.0000,0.0000
2016-01-01T20:00:00Z,6.5570,0.0000,0.0000
2016-01-01T21:00:00Z,6.6430,0.0000,0.0000
2016-01-01T22:00:00Z,6.6890,0.0000,0.0000
2016-01-01T23:00:00Z,6.7270,0.0000,0.0000
2016-01-02T00:00:00Z,6.7750,0.0000,0.0000
2016-01-02T01:00:00Z,6.8260,0.0000,0.0000
2016-01-02T02:00:00Z,6.8880,0.0000,0.0000
2016-01-02T03:00:00Z,6.9410,0.0000,0.0000
2016-01-02T04:00:00Z,7.0370,0.0000,0.0000
2016-01-02T05:00:00Z,7.0550,0.0000,0.0000
2016-01-02T06:00:00Z,7.0230,0.0000,0.0003
2016-01-02T07:00:00Z,6.8700,0.0529,2.4141
2016-01-02T08:00:00Z,7.0860,1.6898,35.0313
2016-01-02T09:00:00Z,7.6530,7.9950,87.5834
2016-01-02T10:00:00Z,8.4570,23.3572,137.4422
2016-01-02T11:00:00Z,9.1750,31.9764,157.4235
2016-01-02T12:00:00Z,9.5110,26.2871,150.8190
2016-01-02T13:00:00Z,9.3790,13.1867,116.4270
2016-01-02T14:00:00Z,8.8580,5.3013,70.5504
2016-01-02T15:00:00Z,8.0550,1.1594,22.6650
2016-01-02T16:00:00Z,7.2660,0.0224,0.5562
2016-01-02T17:00:00Z,6.8360,0.0000,0.0000
2016-01-02T18:00:00Z,6.5120,0.0000,0.0000
2016-01-02T19:00:00Z,6.1870,0.0000,0.0000
2016-01-02T20:00:00Z,5.8530,0.0000,0.0000
2016-01-02T21:00:00Z,5.6050,0.0000,0.0000
2016-01-02T22:00:00Z,5.4510,0.0000,0.0000
2016-01-02T23:00:00Z,5.1920,0.0000,0.0000
2016-01-03T00:00:00Z,4.8680,0.0000,0.0000
2016-01-03T01:00:00Z,4.6260,0.0000,0.0000
2016-01-03T02:00:00Z,4.4850,0.0000,0.0000
2016-01-03T03:00:00Z,4.3650,0.0000,0.0000
2016-01-03T04:00:00Z,4.3010,0.0000,0.0000
2016-01-03T05:00:00Z,4.2790,0.0000,0.0000
2016-01-03T06:00:00Z,4.2310,0.0001,0.0013
2016-01-03T07:00:00Z,4.2950,0.2628,4.8687
2016-01-03T08:00:00Z,4.9310,1.2990,33.5289
2016-01-03T09:00:00Z,5.6380,2.4075,64.6701
2016-01-03T10:00:00Z,6.3130,3.7029,91.1127
2016-01-03T11:00:00Z,6.9400,4.2559,103.1239
2016-01-03T12:00:00Z,7.2730,3.4217,94.7801
2016-01-03T13:00:00Z,7.2610,1.7578,66.7182
2016-01-03T14:00:00Z,6.9040,0.6761,35.6954
2016-01-03T15:00:00Z,6.3860,0.1552,10.6394
2016-01-03T16:00:00Z,6.0690,0.0022,0.2011
2016-01-03T17:00:00Z,5.9970,0.0000,0.0000
2016-01-03T18:00:00Z,6.0350,0.0000,0.0000
2016-01-03T19:00:00Z,6.1640,0.0000,0.0000
2016-01-03T20:00:00Z,6.2150,0.0000,0.0000
2016-01-03T21:00:00Z,6.1400,0.0000,0.0000
2016-01-03T22:00:00Z,6.0470,0.0000,0.0000
2016-01-03T23:00:00Z,6.0160,0.0000,0.0000
2016-01-04T00:00:00Z,5.9480,0.0000,0.0000
2016-01-04T01:00:00Z,5.8600,0.0000,0.0000
2016-01-04T02:00:00Z,5.7900,0.0000,0.0000
2016-01-04T03:00:00Z,5.7100,0.0000,0.0000
2016-01-04T04:00:00Z,5.6710,0.0000,0.0000
2016-01-04T05:00:00Z,5.6190,0.0000,0.0000
2016-01-04T06:00:00Z,5.5410,0.0000,0.0002
2016-01-04T07:00:00Z,5.5080,0.0850,3.1737
2016-01-04T08:00:00Z,5.9480,1.4828,33.9204
2016-01-04T09:00:00Z,6.6140,5.6202,80.9453
2016-01-04T10:00:00Z,7.3340,13.3781,124.1397
2016-01-04T11:00:00Z,8.0240,27.3289,154.9193
2016-01-04T12:00:00Z,8.6090,42.7567,160.7086
2016-01-04T13:00:00Z,8.8270,30.6270,134.8413
2016-01-04T14:00:00Z,8.4410,10.2481,83.3578
2016-01-04T15:00:00Z,7.3760,1.1953,23.6392
2016-01-04T16:00:00Z,6.5100,0.0061,0.3211
2016-01-04T17:00:00Z,6.2280,0.0000,0.0000
2016-01-04T18:00:00Z,5.9850,0.0000,0.0000
2016-01-04T19:00:00Z,5.8040,0.0000,0.0000
2016-01-04T20:00:00Z,5.7060,0.0000,0.0000
2016-01-04T21:00:00Z,5.6370,0.0000,0.0000
2016-01-04T22:00:00Z,5.5530,0.0000,0.0000
2016-01-04T23:00:00Z,5.4040,0.0000,0.0000
2016-01-05T00:00:00Z,5.3200,0.0000,0.0000
2016-01-05T01:00:00Z,5.2370,0.0000,0.0000
2016-01-05T02:00:00Z,5.1600,0.0000,0.0000
2016-01-05T03:00:00Z,5.1240,0.0000,0.0000
2016-01-05T04:00:00Z,5.1310,0.0000,0.0000
2016-01-05T05:00:00Z,5.1070,0.0000,0.0000
2016-01-05T06:00:00Z,5.0230,0.0000,0.0006
2016-01-05T07:00:00Z,4.9630,0.2633,4.9378
2016-01-05T08:00:00Z,5.3820,2.5295,39.8948
2016-01-05T09:00:00Z,6.0830,9.4624,92.5376
2016-01-05T10:00:00Z,6.8920,18.1989,132.4171
2016-01-05T11:00:00Z,7.5580,24.4170,152.4208
2016-01-05T12:00:00Z,7.9950,26.3073,151.7718
2016-01-05T13:00:00Z,8.1410,20.4610,128.5501
2016-01-05T14:00:00Z,7.8430,7.0967,77.0164
2016-01-05T15:00:00Z,6.9790,1.0708,23.0143
2016-01-05T16:00:00Z,6.1730,0.0078,0.3768
2016-01-05T17:00:00Z,5.8420,0.0000,0.0000
2016-01-05T18:00:00Z,5.6090,0.0000,0.0000
2016-01-05T19:00:00Z,5.4470,0.0000,0.0000
2016-01-05T20:00:00Z,5.2950,0.0000,0.0000
2016-01-05T21:00:00Z,5.1830,0.0000,0.0000
2016-01-05T22:00:00Z,5.1680,0.0000,0.0000
2016-01-05T23:00:00Z,5.1040,0.0000,0.0000
2016-01-06T00:00:00Z,4.9960,0.0000,0.0000
2016-01-06T01:00:00Z,4.9160,0.0000,0.0000
2016-01-06T02:00:00Z,4.8510,0.0000,0.0000
2016-01-06T03:00:00Z,4.7630,0.0000,0.0000
2016-01-06T04:00:00Z,4.6640,0.0000,0.0000
2016-01-06T05:00:00Z,4.6000,0.0000,0.0000
2016-01-06T06:00:00Z,4.6060,0.0000,0.0011
2016-01-06T07:00:00Z,4.7220,0.2370,4.9422
2016-01-06T08:00:00Z,5.3240,1.8648,37.4185
2016-01-06T09:00:00Z,5.9860,4.8369,79.1804
2016-01-06T10:00:00Z,6.5980,8.3453,113.1356
2016-01-06T11:00:00Z,7.1010,11.3169,132.8259
2016-01-06T12:00:00Z,7.4740,12.5316,133.8650
2016-01-06T13:00:00Z,7.6830,12.1945,118.4883
2016-01-06T14:00:00Z,7.5090,6.4963,77.2420
2016-01-06T15:00:00Z,6.5640,1.2619,25.1282
2016-01-06T16:00:00Z,5.6890,0.0081,0.4032
2016-01-06T17:00:00Z,5.5510,0.0000,0.0000
2016-01-06T18:00:00Z,5.4760,0.0000,0.0000
2016-01-06T19:00:00Z,5.3470,0.0000,0.0000
2016-01-06T20:00:00Z,5.2610,0.0000,0.0000
2016-01-06T21:00:00Z,5.2150,0.0000,0.0000
2016-01-06T22:00:00Z,5.1310,0.0000,0.0000
2016-01-06T23:00:00Z,5.1660,0.0000,0.0000
2016-01-07T00:00:00Z,5.2300,0.0000,0.0000
2016-01-07T01:00:00Z,5.3690,0.0000,0.0000
2016-01-07T02:00:00Z,5.5390,0.0000,0.0000
2016-01-07T03:00:00Z,5.7100,0.0000,0.0000
2016-01-07T04:00:00Z,5.8130,0.0000,0.0000
2016-01-07T05:00:00Z,5.8650,0.0000,0.0000
2016-01-07T06:00:00Z,5.9340,0.0000,0.0013
2016-01-07T07:00:00Z,6.1230,0.0478,2.4994
2016-01-07T08:00:00Z,6.7420,0.5478,23.1350
2016-01-07T09:00:00Z,7.7120,2.8239,66.1159
2016-01-07T10:00:00Z,8.8430,10.7395,120.4548
2016-01-07T11:00:00Z,9.6390,22.1234,152.0267
2016-01-07T12:00:00Z,9.9960,32.9618,158.7548
2016-01-07T13:00:00Z,10.0470,29.0009,136.0007
2016-01-07T14:00:00Z,9.7000,14.4671,90.3769
2016-01-07T15:00:00Z,8.8230,2.7717,31.1528
2016-01-07T16:00:00Z,7.6860,0.0251,0.6781
2016-01-07T17:00:00Z,6.9910,0.0000,0.0000
2016-01-07T18:00:00Z,6.3980,0.0000,0.0000
2016-01-07T19:00:00Z,5.9250,0.0000,0.0000
2016-01-07T20:00:00Z,5.6050,0.0000,0.0000
2016-01-07T21:00:00Z,5.2890,0.0000,0.0000
2016-01-07T22:00:00Z,5.0300,0.0000,0.0000
2016-01-07T23:00:00Z,4.8090,0.0000,0.0000
2016-01-08T00:00:00Z,4.6030,0.0000,0.0000
2016-01-08T01:00:00Z,4.3680,0.0000,0.0000
2016-01-08T02:00:00Z,4.0680,0.0000,0.0000
2016-01-08T03:00:00Z,3.9030,0.0000,0.0000
2016-01-08T04:00:00Z,3.8860,0.0000,0.0000
2016-01-08T05:00:00Z,3.9800,0.0000,0.0000
2016-01-08T06:00:00Z,4.1280,0.0002,0.0027
2016-01-08T07:00:00Z,4.3330,0.3027,5.2144
2016-01-08T08:00:00Z,5.0830,2.7134,40.6942
2016-01-08T09:00:00Z,6.0660,9.6085,91.1014
2016-01-08T10:00:00Z,7.1960,27.1181,139.3506
2016-01-08T11:00:00Z,8.2610,49.4669,162.8367
2016-01-08T12:00:00Z,9.0050,53.7964,159.4726
2016-01-08T13:00:00Z,9.3080,43.4119,136.5469
2016-01-08T14:00:00Z,8.9880,20.9541,92.8694
2016-01-08T15:00:00Z,7.5380,3.5411,32.3573
2016-01-08T16:00:00Z,6.2940,0.0300,0.7209
2016-01-08T17:00:00Z,5.9910,0.0000,0.0000
2016-01-08T18:00:00Z,5.7220,0.0000,0.0000
2016-01-08T19:00:00Z,5.4520,0.0000,0.0000
2016-01-08T20:00:00Z,5.2790,0.0000,0.0000
2016-01-08T21:00:00Z,5.2260,0.0000,0.0000
2016-01-08T22:00:00Z,5.3400,0.0000,0.0000
2016-01-08T23:00:00Z,5.4980,0.0000,0.0000
2016-01-09T00:00:00Z,5.4810,0.0000,0.0000
2016-01-09T01:00:00Z,5.4150,0.0000,0.0000
2016-01-09T02:00:00Z,5.3590,0.0000,0.0000
2016-01-09T03:00:00Z,5.4310,0.0000,0.0000
2016-01-09T04:00:00Z,5.5210,0.0000,0.0000
2016-01-09T05:00:00Z,5.6640,0.0000,0.0000
2016-01-09T06:00:00Z,5.8370,0.0001,0.0027
2016-01-09T07:00:00Z,6.0450,0.0508,2.6369
2016-01-09T08:00:00Z,6.6280,0.7224,27.1840
2016-01-09T09:00:00Z,7.4430,2.5786,65.4565
2016-01-09T10:00:00Z,8.2960,6.6745,107.4043
2016-01-09T11:00:00Z,9.0960,14.5360,142.2315
2016-01-09T12:00:00Z,9.7470,24.4607,155.2909
2016-01-09T13:00:00Z,10.0710,22.7207,134.8646
2016-01-09T14:00:00Z,9.8720,9.7126,85.7018
2016-01-09T15:00:00Z,8.9190,2.1038,30.4086
2016-01-09T16:00:00Z,7.8850,0.0171,0.6352
2016-01-09T17:00:00Z,7.6330,0.0000,0.0000
2016-01-09T18:00:00Z,7.4440,0.0000,0.0000
2016-01-09T19:00:00Z,7.3610,0.0000,0.0000
2016-01-09T20:00:00Z,7.4480,0.0000,0.0000
2016-01-09T21:00:00Z,7.4850,0.0000,0.0000
2016-01-09T22:00:00Z,7.4270,0.0000,0.0000
2016-01-09T23:00:00Z,7.2550,0.0000,0.0000
2016-01-10T00:00:00Z,6.9500,0.0000,0.0000
2016-01-10T01:00:00Z,6.5100,0.0000,0.0000
2016-01-10T02:00:00Z,6.0520,0.0000,0.0000
2016-01-10T03:00:00Z,5.7440,0.0000,0.0000
2016-01-10T04:00:00Z,5.5230,0.0000,0.0000
2016-01-10T05:00:00Z,5.3450,0.0000,0.0000
2016-01-10T06:00:00Z,5.2470,0.0002,0.0033
2016-01-10T07:00:00Z,5.3280,0.2019,5.0606
2016-01-10T08:00:00Z,5.8890,1.6903,37.6788
2016-01-10T09:00:00Z,6.7110,4.8415,80.7999
2016-01-10T10:00:00Z,7.5580,9.5489,119.1943
2016-01-10T11:00:00Z,8.2340,13.7122,141.6035
2016-01-10T12:00:00Z,8.4930,12.7678,136.9120
2016-01-10T13:00:00Z,8.3540,9.2405,112.5128
2016-01-10T14:00:00Z,8.1800,5.5225,76.0449
2016-01-10T15:00:00Z,7.5850,1.4118,27.5120
2016-01-10T16:00:00Z,6.7610,0.0171,0.6725
2016-01-10T17:00:00Z,6.6190,0.0000,0.0000
2016-01-10T18:00:00Z,6.4920,0.0000,0.0000
2016-01-10T19:00:00Z,6.3940,0.0000,0.0000
2016-01-10T20:00:00Z,6.3310,0.0000,0.0000
2016-01-10T21:00:00Z,6.2640,0.0000,0.0000
2016-01-10T22:00:00Z,6.2390,0.0000,0.0000
2016-01-10T23:00:00Z,6.3090,0.0000,0.0000
2016-01-11T00:00:00Z,6.4180,0.0000,0.0000
2016-01-11T01:00:00Z,6.5430,0.0000,0.0000
2016-01-11T02:00:00Z,6.6040,0.0000,0.0000
2016-01-11T03:00:00Z,6.5910,0.0000,0.0000
2016-01-11T04:00:00Z,6.4500,0.0000,0.0000
2016-01-11T05:00:00Z,6.1070,0.0000,0.0000
2016-01-11T06:00:00Z,5.9300,0.0001,0.0030
2016-01-11T07:00:00Z,6.1070,0.1955,5.1336
2016-01-11T08:00:00Z,6.7190,1.9030,39.1161
2016-01-11T09:00:00Z,7.3690,7.1628,90.0453
2016-01-11T10:00:00Z,7.9060,14.9565,132.0491
2016-01-11T11:00:00Z,8.3200,20.1618,152.3712
2016-01-11T12:00:00Z,8.5100,21.2138,151.7719
2016-01-11T13:00:00Z,8.4080,15.1024,125.8026
2016-01-11T14:00:00Z,8.0280,6.6810,79.4875
2016-01-11T15:00:00Z,7.5110,1.5517,28.3481
2016-01-11T16:00:00Z,6.9330,0.0263,0.8440
2016-01-11T17:00:00Z,6.5970,0.0000,0.0000
2016-01-11T18:00:00Z,6.4190,0.0000,0.0000
2016-01-11T19:00:00Z,6.3360,0.0000,0.0000
2016-01-11T20:00:00Z,6.2570,0.0000,0.0000
2016-01-11T21:00:00Z,6.1710,0.0000,0.0000
2016-01-11T22:00:00Z,6.0630,0.0000,0.0000
2016-01-11T23:00:00Z,5.9730,0.0000,0.0000
2016-01-12T00:00:00Z,5.8580,0.0000,0.0000
2016-01-12T01:00:00Z,5.7210,0.0000,0.0000
2016-01-12T02:00:00Z,5.6470,0.0000,0.0000
2016-01-12T03:00:00Z,5.5580,0.0000,0.0000
2016-01-12T04:00:00Z,5.4430,0.0000,0.0000
2016-01-12T05:00:00Z,5.3660,0.0000,0.0000
2016-01-12T06:00:00Z,5.2850,0.0004,0.0050
2016-01-12T07:00:00Z,5.2770,0.2603,5.6063
2016-01-12T08:00:00Z,5.6560,2.9601,44.6524
2016-01-12T09:00:00Z,6.2770,10.1639,96.5426
2016-01-12T10:00:00Z,6.9300,23.1581,141.8730
2016-01-12T11:00:00Z,7.3560,29.0249,159.9958
2016-01-12T12:00:00Z,7.5040,27.8049,156.2188
2016-01-12T13:00:00Z,7.4420,22.4856,133.2863
2016-01-12T14:00:00Z,7.1190,12.5164,90.5154
2016-01-12T15:00:00Z,6.3820,2.8048,33.4586
2016-01-12T16:00:00Z,5.5940,0.0355,0.9567
2016-01-12T17:00:00Z,5.2490,0.0000,0.0000
2016-01-12T18:00:00Z,5.0110,0.0000,0.0000
2016-01-12T19:00:00Z,4.8010,0.0000,0.0000
2016-01-12T20:00:00Z,4.5700,0.0000,0.0000
2016-01-12T21:00:00Z,4.3220,0.0000,0.0000
2016-01-12T22:00:00Z,4.0840,0.0000,0.0000
2016-01-12T23:00:00Z,3.8630,0.0000,0.0000
2016-01-13T00:00:00Z,3.6390,0.0000,0.0000
2016-01-13T01:00:00Z,3.4370,0.0000,0.0000
2016-01-13T02:00:00Z,3.2220,0.0000,0.0000
2016-01-13T03:00:00Z,3.0050,0.0000,0.0000
2016-01-13T04:00:00Z,2.8190,0.0000,0.0000
2016-01-13T05:00:00Z,2.6300,0.0000,0.0000
2016-01-13T06:00:00Z,2.4370,0.0009,0.0064
2016-01-13T07:00:00Z,2.3110,1.1592,8.5490
2016-01-13T08:00:00Z,3.0450,11.2797,58.1834
2016-01-13T09:00:00Z,4.1200,41.2014,113.2092
2016-01-13T10:00:00Z,5.2190,77.0595,145.6519
2016-01-13T11:00:00Z,6.0760,88.6945,161.0873
2016-01-13T12:00:00Z,6.5330,70.0790,160.4989
2016-01-13T13:00:00Z,6.5880,44.1409,138.2469
2016-01-13T14:00:00Z,6.2000,20.3843,94.8944
2016-01-13T15:00:00Z,4.8910,3.6719,34.9879
2016-01-13T16:00:00Z,3.5690,0.0344,0.9264
2016-01-13T17:00:00Z,3.2750,0.0000,0.0000
2016-01-13T18:00:00Z,3.0370,0.0000,0.0000
2016-01-13T19:00:00Z,2.8300,0.0000,0.0000
2016-01-13T20:00:00Z,2.7310,0.0000,0.0000
2016-01-13T21:00:00Z,2.6230,0.0000,0.0000
2016-01-13T22:00:00Z,2.5980,0.0000,0.0000
2016-01-13T23:00:00Z,2.6120,0.0000,0.0000
2016-01-14T00:00:00Z,2.5980,0.0000,0.0000
2016-01-14T01:00:00Z,2.6360,0.0000,0.0000
2016-01-14T02:00:00Z,2.6640,0.0000,0.0000
2016-01-14T03:00:00Z,2.6310,0.0000,0.0000
2016-01-14T04:00:00Z,2.5450,0.0000,0.0000
2016-01-14T05:00:00Z,2.4360,0.0000,0.0000
2016-01-14T06:00:00Z,2.3990,0.0001,0.0033
2016-01-14T07:00:00Z,2.3600,0.1949,5.5690
2016-01-14T08:00:00Z,2.9370,2.5243,44.1932
2016-01-14T09:00:00Z,3.7980,8.9142,96.3565
2016-01-14T10:00:00Z,4.8570,18.1028,138.2499
2016-01-14T11:00:00Z,5.8380,28.1396,163.2356
2016-01-14T12:00:00Z,6.4130,27.9672,160.4523
2016-01-14T13:00:00Z,6.4840,18.2879,131.3045
2016-01-14T14:00:00Z,6.1460,10.6613,90.2038
2016-01-14T15:00:00Z,5.2800,2.8696,35.1628
2016-01-14T16:00:00Z,4.2010,0.0662,1.3748
2016-01-14T17:00:00Z,3.6800,0.0000,0.0000
2016-01-14T18:00:00Z,3.2310,0.0000,0.0000
2016-01-14T19:00:00Z,2.7040,0.0000,0.0000
2016-01-14T20:00:00Z,2.1650,0.0000,0.0000
2016-01-14T21:00:00Z,1.8490,0.0000,0.0000
2016-01-14T22:00:00Z,1.5190,0.0000,0.0000
2016-01-14T23:00:00Z,1.1870,0.0000,0.0000
2016-01-15T00:00:00Z,0.9750,0.0000,0.0000
2016-01-15T01:00:00Z,0.8560,0.0000,0.0000
2016-01-15T02:00:00Z,0.7690,0.0000,0.0000
2016-01-15T03:00:00Z,0.6660,0.0000,0.0000
2016-01-15T04:00:00Z,0.5520,0.0000,0.0000
2016-01-15T05:00:00Z,0.4820,0.0000,0.0000
2016-01-15T06:00:00Z,0.4070,0.0004,0.0064
2016-01-15T07:00:00Z,0.4830,1.0956,9.1283
2016-01-15T08:00:00Z,1.1850,10.9821,58.8556
2016-01-15T09:00:00Z,2.1630,43.0815,113.6602
2016-01-15T10:00:00Z,3.2940,96.9628,140.8129
2016-01-15T11:00:00Z,4.1920,139.3806,145.1379
2016-01-15T12:00:00Z,4.6430,136.4669,142.3291
2016-01-15T13:00:00Z,4.6440,94.0275,131.0445
2016-01-15T14:00:00Z,4.2270,41.2426,98.8916
2016-01-15T15:00:00Z,3.1950,7.6920,41.2470
2016-01-15T16:00:00Z,1.9860,0.1001,1.5012
2016-01-15T17:00:00Z,1.5380,0.0000,0.0000
2016-01-15T18:00:00Z,1.2560,0.0000,0.0000
2016-01-15T19:00:00Z,0.9630,0.0000,0.0000
2016-01-15T20:00:00Z,0.6480,0.0000,0.0000
2016-01-15T21:00:00Z,0.3160,0.0000,0.0000
2016-01-15T22:00:00Z,0.0000,0.0000,0.0000
2016-01-15T23:00:00Z,-0.2750,0.0000,0.0000
2016-01-16T00:00:00Z,-0.4930,0.0000,0.0000
2016-01-16T01:00:00Z,-0.6210,0.0000,0.0000
2016-01-16T02:00:00Z,-0.6870,0.0000,0.0000
2016-01-16T03:00:00Z,-0.7050,0.0000,0.0000
2016-01-16T04:00:00Z,-0.6940,0.0000,0.0000
2016-01-16T05:00:00Z,-0.6660,0.0000,0.0000
2016-01-16T06:00:00Z,-0.6550,0.0007,0.0081
2016-01-16T07:00:00Z,-0.5910,1.1136,9.3257
2016-01-16T08:00:00Z,0.3740,13.3163,60.8242
2016-01-16T09:00:00Z,1.7790,54.4016,112.8827
2016-01-16T10:00:00Z,3.0830,112.4132,135.2250
2016-01-16T11:00:00Z,4.1160,158.3016,137.3459
2016-01-16T12:00:00Z,4.5770,148.6060,136.6438
2016-01-16T13:00:00Z,4.6250,113.4157,123.9503
2016-01-16T14:00:00Z,4.2460,59.5177,95.8503
2016-01-16T15:00:00Z,2.8330,12.4946,43.8075
2016-01-16T16:00:00Z,1.1740,0.2448,2.0414
2016-01-16T17:00:00Z,0.6300,0.0000,0.0000
2016-01-16T18:00:00Z,0.2740,0.0000,0.0000
2016-01-16T19:00:00Z,0.0670,0.0000,0.0000
2016-01-16T20:00:00Z,-0.0720,0.0000,0.0000
2016-01-16T21:00:00Z,-0.1530,0.0000,0.0000
2016-01-16T22:00:00Z,-0.1840,0.0000,0.0000
2016-01-16T23:00:00Z,-0.2650,0.0000,0.0000
2016-01-17T00:00:00Z,-0.3830,0.0000,0.0000
2016-01-17T01:00:00Z,-0.5300,0.0000,0.0000
2016-01-17T02:00:00Z,-0.7320,0.0000,0.0000
2016-01-17T03:00:00Z,-0.8640,0.0000,0.0000
2016-01-17T04:00:00Z,-0.9420,0.0000,0.0000
2016-01-17T05:00:00Z,-1.0160,0.0000,0.0000
2016-01-17T06:00:00Z,-1.0700,0.0016,0.0113
2016-01-17T07:00:00Z,-1.0090,1.8973,10.8533
2016-01-17T08:00:00Z,0.2610,17.5950,63.8617
2016-01-17T09:00:00Z,1.7140,56.7919,113.8447
2016-01-17T10:00:00Z,2.9910,108.3860,138.7427
2016-01-17T11:00:00Z,3.9820,136.7168,147.5717
2016-01-17T12:00:00Z,4.4240,127.6050,146.9768
2016-01-17T13:00:00Z,4.4730,94.3160,132.5237
2016-01-17T14:00:00Z,4.0730,47.9496,99.9280
2016-01-17T15:00:00Z,2.4580,10.1822,44.4042
2016-01-17T16:00:00Z,0.5090,0.1589,1.9362
2016-01-17T17:00:00Z,-0.2320,0.0000,0.0000
2016-01-17T18:00:00Z,-0.6890,0.0000,0.0000
2016-01-17T19:00:00Z,-1.0020,0.0000,0.0000
2016-01-17T20:00:00Z,-1.2520,0.0000,0.0000
2016-01-17T21:00:00Z,-1.5610,0.0000,0.0000
2016-01-17T22:00:00Z,-1.8450,0.0000,0.0000
2016-01-17T23:00:00Z,-2.0460,0.0000,0.0000
2016-01-18T00:00:00Z,-2.1830,0.0000,0.0000
2016-01-18T01:00:00Z,-2.2210,0.0000,0.0000
2016-01-18T02:00:00Z,-2.2130,0.0000,0.0000
2016-01-18T03:00:00Z,-2.1770,0.0000,0.0000
2016-01-18T04:00:00Z,-2.1220,0.0000,0.0000
2016-01-18T05:00:00Z,-2.0530,0.0000,0.0000
2016-01-18T06:00:00Z,-1.9480,0.0013,0.0141
2016-01-18T07:00:00Z,-1.7450,0.3686,7.9566
2016-01-18T08:00:00Z,-0.9990,2.7381,48.4320
2016-01-18T09:00:00Z,-0.0150,6.9103,94.4037
2016-01-18T10:00:00Z,0.9130,12.0724,132.1575
2016-01-18T11:00:00Z,1.5650,15.4510,151.4474
2016-01-18T12:00:00Z,1.9490,14.9310,148.2153
2016-01-18T13:00:00Z,2.0230,11.0553,123.8585
2016-01-18T14:00:00Z,1.6920,5.5218,81.3736
2016-01-18T15:00:00Z,0.7900,1.1498,29.3302
2016-01-18T16:00:00Z,-0.1760,0.0182,0.9825
2016-01-18T17:00:00Z,-0.4630,0.0000,0.0000
2016-01-18T18:00:00Z,-0.7530,0.0000,0.0000
2016-01-18T19:00:00Z,-1.0360,0.0000,0.0000
2016-01-18T20:00:00Z,-1.2320,0.0000,0.0000
2016-01-18T21:00:00Z,-1.3460,0.0000,0.0000
2016-01-18T22:00:00Z,-1.4300,0.0000,0.0000
2016-01-18T23:00:00Z,-1.5250,0.0000,0.0000
2016-01-19T00:00:00Z,-1.5940,0.0000,0.0000
2016-01-19T01:00:00Z,-1.5810,0.0000,0.0000
2016-01-19T02:00:00Z,-1.5710,0.0000,0.0000
2016-01-19T03:00:00Z,-1.5220,0.0000,0.0000
2016-01-19T04:00:00Z,-1.4640,0.0000,0.0000
2016-01-19T05:00:00Z,-1.4100,0.0000,0.0000
2016-01-19T06:00:00Z,-1.3490,0.0007,0.0121
2016-01-19T07:00:00Z,-1.1630,0.8402,10.1896
2016-01-19T08:00:00Z,-0.2210,9.6346,63.1723
2016-01-19T09:00:00Z,0.9090,32.5187,120.2161
2016-01-19T10:00:00Z,2.0420,60.4644,156.8587
2016-01-19T11:00:00Z,2.9260,80.6578,172.2832
2016-01-19T12:00:00Z,3.5190,80.5270,168.8676
2016-01-19T13:00:00Z,3.7190,60.9380,147.5254
2016-01-19T14:00:00Z,3.4320,29.6141,105.9186
2016-01-19T15:00:00Z,2.2310,5.6446,43.8271
2016-01-19T16:00:00Z,0.9550,0.0731,1.7389
2016-01-19T17:00:00Z,0.5890,0.0000,0.0000
2016-01-19T18:00:00Z,0.3840,0.0000,0.0000
2016-01-19T19:00:00Z,0.1870,0.0000,0.0000
2016-01-19T20:00:00Z,0.0170,0.0000,0.0000
2016-01-19T21:00:00Z,-0.1220,0.0000,0.0000
2016-01-19T22:00:00Z,-0.2140,0.0000,0.0000
2016-01-19T23:00:00Z,-0.3000,0.0000,0.0000
2016-01-20T00:00:00Z,-0.3610,0.0000,0.0000
2016-01-20T01:00:00Z,-0.4030,0.0000,0.0000
2016-01-20T02:00:00Z,-0.4510,0.0000,0.0000
2016-01-20T03:00:00Z,-0.5720,0.0000,0.0000
2016-01-20T04:00:00Z,-0.7740,0.0000,0.0000
2016-01-20T05:00:00Z,-0.8760,0.0000,0.0000
2016-01-20T06:00:00Z,-1.0590,0.0002,0.0079
